id,flag,title,content
e4142d3ab3b249118914e8567a0607ac,0,翻新别克牌陆尊货车,　　翻新别克牌陆尊货车 　　爱卡币+20 　　共获得爱卡币 　　处女贴不知道从哪说起! 　　先自爆家门!05陆尊3.0，银色，开大半年了啥T不知道，买的二手的，一眼相中，开了1公里直接交钱开走，没犹豫，不墨迹，买完一星期偶然发现，我擦，263848公里，没关系，大几十万公里的还在跑，不怕，偶然又发现，我擦!第一手北京租赁公司的，算了，开吧，车不错，开着得劲管它呢。 　　不过确实不错，啥毛病没有，从买来到现在就换了四条轮胎，换了次机油别的啥也没动，大半年只开了5000多公里，还包括几次长途共3000公里，要是不跑长途半年也就2000公里，就是压地头，小城镇 上图看看  　　刚买车照的  　　到现在也没有几张照片 　　当时看中的就是好看空间大(本人搞批发的)，独立座椅，跑长途舒服，宜家宜商，拆了座椅就是货车，装上就是商务，太特么灵活了，  　　大半年只去洗车店一次哈哈哈哈还是为了把洗车卡的钱用光哈哈哈，因为我结婚搬家外地了 　　昨天把座椅全拆了，店里正装修，先当货车用一阵吧，石膏板，木方，垃圾全用这小子拉了，  　　遛狗时照的一张 　　这车就不准备卖了，等个20年给我儿子留着开哈哈哈，所以准备翻新一下，没有太多时间专门弄，只能有时间一点一点打理，我比较喜欢自己动手  　　现在求助论坛大神助我一臂之力， 　　准备翻新项目1:车身改色(准备改晶灰了) 　　2:升级17寸经典多条幅轮毂(能无损升级吗) 　　3:内饰全部翻新(阅读灯、顶棚、车门内饰板、更换地板)求强力强力去污渍的东西，再问一嘴内饰板能不能无损更换XT的?如果能我就直接闲鱼 　　4:开缸剖腹!   最重要的，现在车声音大，凉车有点突突，车热了马上就好，感觉劲头不足，加速气门还有点响 　　6:变速箱:估计一直没换油，40以下顿挫明显，窜车，40以上无缝连接，非常舒服 　　5:大灯，原车主改了氙气大灯，远光不好用，求改灯方案 　　昂对了，全车喷漆应该是拆了所有能拆的覆盖件单独喷漆还是不用拆车门直接喷?我问过一个钣金喷漆的说不用拆，直接喷3500块!  　　苦了这车了，全是灰  　　，有没有人知道这个安卓机最左侧的按键光怎么调?晚上全靠蒙!  　　内饰板磨损，与胶条间隙大，中门手指头都能塞进去  　　出风口爪子也断了，满目疮痍  　　翻新一下自己开着也舒服，有趣点   　　后排空调不好使了，就缺个东西，红圈里的咱也不知道叫啥，闲鱼了一下，拆车450块，特奶奶的!必须换面板总成。有时候颠的厉害了后面空调呼呼的好使了，过会又没有了，抽疯一样，有没有电路大神教教我不换面板总成怎么能好使 　　第一次发帖好紧张啊，感觉说的无厘头了!刚说完头发说屁股，说完了屁股转到胸，胸完事直接脚丫子，然后脚底抹油咻咻咻溜了哈哈 　　好了就这样吧，想到什么再补充 　　另烦请各位前辈告知本人所有翻新的注意事项，希望各位知无不言，言无不尽，在下不胜感激。
5a5c9eb90b4341a88b5ce4b49c4cd850,1,反复比较反复纠结，终于提车记了,"　　去年11月关注GL8新款配定金都交由于电子助力问题果断退出然后就在艾力绅.威霆.胖鱼头.老8之间纠结艾力绅空间理想威霆后期保养贵老8粗糙后来听说胖鱼头要出新款于苦苦等待……3月5号SSSS销售员打电话说可以定车基本没有太犹豫交定金14号琥珀金车到店,15号提车 "
230fe06a618b46f28aabcfa6ebc391e5,1,方向打死蹦蹦响,　　各位大神，我的v260方向打死时，不管是倒车还是前行，听着轮胎蹦蹦响是怎么回事，谢谢！
a72b763370034673aa01c3c94f9e8dcf,0,放假了，又满满一车,　　么也不说了   　　走着
2948e536bb644885a4f767dddf3c1969,0,非常感谢。,非常感谢。
d9b53a87952342a78afee31d083008a4,0,分享一下购车详情,分享一下购车详情
be9357d9d0824724ac13505ea78c8cc7,0,氛围灯问题，请专家指导,                                      请问我新买的260加长版的，国&#xeca8;的，氛围灯怎么&#xed6c;亮啊                      
aa4d09727d5740bc9a3be77a71b1669d,0,丰田埃尔法改装蒙娜丽莎小包围,　　丰田埃尔法改装蒙娜丽莎小包围 　　丰田埃尔法改装蒙娜丽莎小包围 　　适合车型：丰田埃尔法 　　适合年份：18- 　　材质：注塑PP 　　组件：前唇 侧裙门板 后唇（安装附件）    
6e79eafd5ae3491a8541e0a558a98dd0,0,丰田埃尔法装AP8520大六活塞刹车卡钳套装搭配370盘,　　埃尔法装上AP8520大六活塞刹车卡钳套装，出现刹车抖动，换上ECFRONT品牌刹车盘，解决了抖动这一问题。         
8ea75f41a551427a90708339c53b16d4,0,佛山有没有GL8es商务交流群？,
826b8dd815d54b41b04ed6ac4aa1a208,1,福奔最脑残的设计,　　所谓级航空座椅调节按键还有前后移动把手样位置奔驰级工程师怎么解释市场主流MPV就没这么设计包括丰田艾尔法众迈特威别克GL8本田艾力绅奥德赛细心朋友可以关注
4ed2239e8bd7478b8a970e79bbfc813b,1,福利：V260 2018款 即将上市,　　打算今年提一辆 V260 作为商务和家庭用车，年前在店里看了实车，发现各个功能不比阿尔法差多少，豪华感也不错，性价比高，也看过好多商务，比如1阿尔法永久性加价   2 GL8 单侧电动门 太low   3.看到广汽传祺GM8，确实综合比太高了，就是牌子不过硬，内饰只有米色一种，最终还是决定V260 　　给即将要提V260 的老板们福利，打探到福建奔驰内部消息，有所改动 　　1.2018款将于5月份上市 　　2.发动机变更 　　3.后玻璃可以单独打开  
18734c6a30db479dbc1dbe02d9d4d145,1,该楼内容已经被屏蔽！我要提意见,　　沙发 　　该楼内容已经被屏蔽！我要提意见
31e43d6b86934cfbad0b671f08935a46,0,改的还真可以,改的还真可以
cf4176fb45c94d0988e14a3b3bfcf7f2,0,改的太多了，可以发个清单吗，关注了,改的太多了，可以发个清单吗，关注了
0b33ec75ffb74f3f9d9d69203965da88,0,改过轮毂的指教一下,　　请问威霆改20寸前后配的轮毂可以吗？能装的上吗？米其林245/40/20舒适性怎么样
6462c4fd7e994a11bab27e589c6dc19c,0,改款会有混动版吗？,　　改款会有混动版吗？
4884641b56874c9bbadb4878f436f31f,0,改了能前后移动还是很方便的，就不说哪家买的吧，免得说我是黑，但是总觉得第三排有异响，具体位置找不到，感觉摇第三排就点晃动，不知道是大家都有这情况，还是我点背一个人有这种情况,改了能前后移动还是很方便的，就不说哪家买的吧，免得说我是黑，但是总觉得第三排有异响，具体位置找不到，感觉摇第三排就点晃动，不知道是大家都有这情况，还是我点背一个人有这种情况
78a4f1a390d441bdb8bc2785ddff2d81,0,改两个电动门钱,改两个电动门钱
606bbe446b46403b8afb3a41cb3df025,0,改装2.5老八后排座椅，三座变独立两座之终结篇,　　改装2.5老八后排座椅，三座变独立两座之终结篇 　　爱卡币+20 　　共获得爱卡币 　　也许有卡友已经看过前3篇了  　　我肯定被不少路过潜水的骂过。不过既然开了头就必须要做完，这回就给大家看看绝无仅有的GL6吧 　　前篇已经完工了一个主驾侧座椅，另外一边基本步骤是一样一样的。这边的改装过程就简单一点了，毕竟已经有了点经验积累嘛  　　坐垫骨架  抛弃原厂的靠背调节器  　　准备把调节器装在靠窗户侧  增加过道宽度  　　连接靠背骨架并增加固定件  　　成功实现平躺  前篇完工的不能平躺需要返工了  　　坐垫穿衣服  　　两侧都是新买的调节器主副支架  　　抛弃原来的调节器 改造一下就可以实现靠背角度0-180度快调   　　准备装车，请忽略扎带哈  　　安装过程会比原来大三座费劲些，毕竟没有了原先的重力优势  　　连体变成两兄弟  　　左侧调节器主支架占用过道太多，换  　　靠窗侧这个位置刚好放下靠背调节器主支架   　　我们来聊聊楼主这脑子有坑  　　过道偏窄  　　大三座变两座  他媳妇都骂他了  　　主驾侧调节器换到靠窗以后  　　最窄的过道位置 　　也不总结了，傻就sha了吧唧 　　最后惯例  　　玻璃栏杆加木踏板  　　石材踏步加玻璃栏杆  　　至少五十度白酒配鸡腿
0a3647ab11ce4bd5a7b5fbfe46e23775,0,改装大神求指点,                                      想入手esgl8纠结2899还是3699求指点2899升级原厂中央扶手，电动真皮座椅，座椅加热，电动中门尾门，原厂led大灯大约&#xec6c;&#xed39;钱                      
a827280c15874f68b732897b4605632d,0,改装多少钱？,改装多少钱？
2ed33ded631345c5ae481d54f08e891e,0,改装后，，怕响？,改装后，，怕响？
89ccbba31f544d9b97df362763013b90,0,改装几钱？,改装几钱？
0528c054323b494a94a1c5ff9064c514,0,改装就是一场艳遇，艳的是车遇的是人,　　大家好，我提车有半个多月了，之前在网上找的这家专业改装GL8的店家，在网上打电话约好之后他们把货发过来之后，不到两天就过来了，改装师傅的干活效率不错的，两天就改装完工了， 　　2899金色 　　下面是我改的项目 　　1，扶手箱 　　2，道可视360全景夜市的 　　3，柚木地板 　　4，不锈钢踏板带灯 　　5，航空座椅加前排包皮 　　6，鹿皮绒窗帘 　　7，电视（大篷车） 　　8，小桌板 　　9，九宫格 　　10，星空顶  　　美好的一天从升级车子开始   　　刚出去一会儿回来就已经拆成这样了  　　拆完之后就这样了，薄薄的一成铁皮，建议你们做一成隔音，  　　扶手箱装好了，还带一个220v的电源，可以充手机电脑什么的，还有师傅说不可以用太大电流的东西   　　上面还有一个储蓄的地方，空间挺大，这样杂七杂八的小东西不愁没地放了  　　这是360全景的前视，在中网的中间   　　这是后视，专用的，装在左边，师傅说装在左边比较剧中，视野更广   　　这是左边摄像头打在镜子上  　　右边也是  　　开始拼图了  　　这是前视效果，前后摄像头都有一个随动轨迹线   　　这是后视，  　　左视，没有随动轨迹   　　右视也没有   　　木地板效果，还带个银色的亮条   　　这是后备箱的不错??有个别克标   　　不锈钢带灯踏板，晚上效果奇佳，白天效果不怎样   　　带座椅加热   通风。按摩，  带氛围灯    　　开关效果   　　前面中间位置，  　　后面中间位置    　　中门窗帘好像是鹿皮绒的  　　左边的  　　后面小床   　　后面小窗隐蔽性好  　　电视，大篷车的，分辨率还是1080p的  　　九宫格，星空顶效果，都可以用遥控器控制的   　　小桌板，小巧精致，能放电脑什么的，小孩子还能在上面写作业呢！还有个杯槽   　　两个效果    　　最后给师傅点个赞，幸苦了??
79fada821f384f55b89725fc69ba21bf,1,感觉威霆是风情万种什么改装方案都有哈,"　　威霆车路上多不胜数，随着国家开放二胎后，威霆可算不是商用型，家用也是特别多，车内空间够大，外观那就不用说大气有格局,上2.0T?喷涡轮增压，性价比也高，这车不火才怪哈  　　基本每天上下班都碰到擦肩而过的车友 ，也许是缘分，也许这就是独一无二的威霆  　　两个颜色方案 　　施工项目 　　二排航空座椅 　　三排电动床 　　全车改色 　　游艇木地板 　　中央冰箱 　　云阁顶灯 　　满天星 　　吸顶屏 　　大屏导航 　　前后雷达 　　中网饰条 　　车内23件套饰条 　　行李架                "
0d12e5916c5145e79fd0a1a332fe1d6f,0,刚刚加入请多指教！,　　14年10月刚刚入手！    
349679432dcc47b4888ed48e485f4828,0,刚去看了2529那款,　　无法言语，我只能说，家用还是准备改改吧
1c0cc8bfec0f429e894aaabb4d8c0fca,0,刚提，优惠4万,刚提，优惠4万
60928624dbd3490199b45da27287c5db,0,高大上程度连雷克萨斯LM也服，别克版“埃尔法”来了，仅4座版,　　高大上程度连雷克萨斯LM也服，别克版“埃尔法”来了，仅4座版 　　在刚刚过去的上海车展，要说最吸睛的MPV当属雷克萨斯LM。 　　LM做工用料按照雷克萨斯的旗舰标准，比加价30万的埃尔法或威尔法都要壕。 　　不过，说起顶级MPV，上汽通用别克也在车展前夜的别克之夜上推出了一款——别克GL8 Avenir概念车。  　　虽说是概念车，估计在量产时，很多高大上的元素也会被保留。 　　前脸采用经典的羽翼式饰条装饰，搭配两侧飞翼式全LED大灯。侧滑门、后排隐私玻璃，配双五辐20英寸轮毂，轮胎是倍耐力高性能胎。  　　真正牛逼的是内饰，以月白与黛蓝为配色，深蓝色植绒顶衬搭配羊绒地毯，并有星空顶灯。  　　至于用料，运用了“大漆”，这是一种非常珍贵的天然树脂涂料，属于国宝级工艺了，借鉴自晋唐青绿山水。 　　座椅布局只提供4座版，前排座椅后面配有两个高清大屏，后排座椅中央的中央扶手类似私人游艇，还打造了一个私密酒柜，绝对是超越头等舱级别的享受。   　　如此高大上，想必连雷克萨斯LM看后，也会有些自卑。 　　当然啦，由于两者品牌尚有差距，估计GL8 Avenir量产后的价格，也会比雷克萨斯LM亲民很多。 
501f3030e6734eb5a6a35daddb17f6ce,0,高顶配应该会，上仨电门 360。。。,高顶配应该会，上仨电门 360。。。
9cbb65796e9c4801a0cc1ac4f2e161b4,0,高速7.9满载。,高速7.9满载。
aea2da6df91341899db486713ccd8209,0,高颜值高内涵 商务MPV奔驰威霆,"　　MPV车型凭着其宽大的乘员空间、轿车的舒适性、和厢式货车功能等非常实用的特点成为许多家庭用车和企业商务活动用车的首选。梅赛德斯-奔驰威霆凭借其专业化、多功能的用途，在上市不到两年的时间内，亦被越来越多的高端MPV用户所青睐。  　　1、外观 　　新车配备了全自动卤素大灯及LED日间行车灯，车头部分前挡风和前箱盖之间折角更小，相比上代将近180度的折角看着更加舒服。前脸部分上下进气格栅相比前一代尺寸更加宽大，下进气格栅延展幅度更广，给人更多豪华霸气的感觉。车身侧面线条凹凸有致，铝合金轮毂采用了五幅风车形状设计，增添了动感。值得一提的是，商务版车型左右两侧都采用了手动滑轨车门，这一设计是精英版本及老款没有的配置，让车主进出车辆时更为便捷。轮胎尺寸为235/55 R17，比上一款车型略大了一圈，较厚的轮胎胎壁保证了舒适性。  　　2、内饰 　　全新威霆的内饰同样采用最新的家族化设计风格，中控台等部分运用了硬塑料材质，整体看起来简洁又具有质感。方向盘采用了如今比较主流的三幅式设计并集成诸多功能按键，与此同时方向盘上增加了点状纹路， 握感很实，整体手感非常出色。仪表盘设计简洁大方，油表盘及水温表盘镶嵌在双仪表盘内。中控台增加了一定的储物空间。另外，5.8英寸彩色夜晶屏幕，集合多媒体系统，并拥有蓝牙、收音机等诸多功能。屏幕下方是哑铃形状的空调控制旋钮及发动机启动停止控制多功能按钮组，视觉效果简洁又时尚。  　　3、空间 　　奔驰新威霆全车长5370mm，宽1928mm，高1880，轴距3430mm。新车型较比上一代车型，在车身尺寸数据方面有了大幅提升。得益于宽大的车身尺寸与轴距，威霆前排乘坐空间非常宽裕，较高的车身姿态可以为驾驶者提供更为宽阔的驾驶视野。座椅配备滑轨系统，后排座椅可以自主调节。并且座椅可以反方向安装，车内乘客可随心所欲的获得更为灵活的空间及乘坐姿态。此外，后排座椅可提供出色的包裹性与支撑性，带来出色的乘坐体验。新威霆的装载能力给人不小的惊喜，方正的后门设计节省出不少的空间。并且，后排座椅可折叠拆卸，进一步增强车辆的装载能力。  　　4、安全 　　全新主动安全防护科技植入包括了注意力辅助系统(ATTENTION ASSIST)、侧风稳定控制辅助系统(SIDE WIND ASSIST)、驻车定位系统(PARKTRONIC)与主动式驻车辅助(ACTIVE PARKING ASSIST)、电控车辆稳定行驶系统(ESP 9i)。轻松避免突发状况，护航一路，畅行无忧。、  　　5、动力 　　其全系车型均装配2.0T M274版涡轮增压汽油发动机以及7挡双离合变速箱，发动机最大功率224Ps（155km）,最大扭矩350Nm，换挡模式仍旧采用奔驰标志性的怀挡形式。   　　奔驰威霆性能与外观的兼顾，简洁明快的设计风格。助力事业激流勇进的风格以及超高性价比。将高端实用主义进行了完美的诠释。"
3db7b1bdf7cc4e2a94f9c5974c61c074,0,哥们19款有双色的吗？,哥们19款有双色的吗？
019c17b3e9384a2ea225a6a3a127f340,1,格林瑞雅改装奔驰威霆内饰果然是专业的,　　外观流水高顶，动感大包围，镀络件围绕车前，奔驰标志熠熠生辉。车身时尚拉丝贴花，车身同色保险杠、防檫条，自动迎宾踏板，右侧电动滑门配置，上车更大空间。  　　内饰方面：奔驰威霆全车柚木地板，真皮座椅，左右电动伸缩小桌板，吃放、电脑办公，随意搭配自己的每天行程。电动窗帘，充分保护乘客舱隐私不被泄露，给你安静祥和的空间。车载全球Bose影院级音响设备，前后舱通话设备，车载空气净化器，缔造完美商务氛围，给你晋升的想象空间。  　　细节方面：打开车门，首先看到的就是一体式豪华吧台——前后舱，内饰高光泽条木修饰和内饰壁灯、氛围灯。吧台享有迷你水晶酒柜，可放置美酒和酒杯，还有咖啡杯架。吧台独有的进口胶囊咖啡机，此时正好派上用场。闲暇时间，煮一杯咖啡，品人生之淡然。舱可拆卸小桌板，节约空间，随拆随用，可娱乐打牌、可商务办公。电动窗帘，车载冰箱空气净化器，220V电压插座，细节体现珍贵。触摸屏一键控制，告别手动，实现电器自动化控制。 　　其他方面：奔驰威霆乘客舱全顶天窗，按钮一按，即可开启和关闭。想要呼吸新鲜的空气，想要在湛蓝的天空下遨游，想要在日月星辰下望流星，一切都可以。 
2220843d897745d2bac684a825e19007,0,个人感觉没必要,个人感觉没必要
77238f236c25468388cab1df50144d33,0,个人觉得你的电瓶撑不了多久了。,个人觉得你的电瓶撑不了多久了。
